Paper,Coder
273,"A = amikacin_E.coli_amikacin; B = ampicillin_E.coli_ampicillin-sulbactam; C = cefepime_E.coli_cefepime; D = cefotaxime_E.coli_cefotaxime; E = cefoxitin_E.coli_cefoxitin; F = ceftazidime_E.coli_ceftazidime; G = ceftriaxone_E.coli_ceftriaxone; H = ciprofloxacin_E.coli_ciprofloxacin; I = ertapenem_E.coli_ertapenem; J = imipenem and cilastatin_E.coli_imipenem-cilastatin; K = levofloxacin_E.coli_levofloxacin; L = piperacillin and beta-lactamase inhibitor_E.coli_piperacillin-tazobactam; M = amikacin_K.pneumoniae_amikacin; N = ampicillin_K.pneumoniae_ampicillin-sulbactam; O = cefepime_K.pneumoniae_cefepime; P = cefotaxime_K.pneumoniae_cefotaxime; Q = cefoxitin_K.pneumoniae_cefoxitin; R = ceftazidime_K.pneumoniae_ceftazidime; S = ceftriaxone_K.pneumoniae_ceftriaxone; T = ciprofloxacin_K.pneumoniae_ciprofloxacin; U = ertapenem_K.pneumoniae_ertapenem; V = imipenem and cilastatin_K.pneumoniae_imipenem-cilastatin; W = levofloxacin_K.pneumoniae_levofloxacin; X = piperacillin and beta-lactamase inhibitor_K.pneumoniae_piperacillin-tazobactam; Y = amikacin_P.aeruginosa_amikacin; Z = cefepime_P.aeruginosa_cefepime; AA = ceftazidime_P.aeruginosa_ceftazidime; AB = ciprofloxacin_P.aeruginosa_ciprofloxacin; AC = imipenem and cilastatin_P.aeruginosa_imipenem-cilastatin; AD = levofloxacin_P.aeruginosa_levofloxacin; AE = piperacillin and beta-lactamase inhibitor_P.aeruginosa_piperacillin-tazobactam; AF = amikacin_E.cloacae_amikacin; AG = ampicillin_E.cloacae_ampicillin-sulbactam; AH = cefepime_E.cloacae_cefepime; AI = cefotaxime_E.cloacae_cefotaxime; AJ = cefoxitin_E.cloacae_cefoxitin; AK = ceftazidime_E.cloacae_ceftazidime; AL = ceftriaxone_E.cloacae_ceftriaxone; AM = ciprofloxacin_E.cloacae_ciprofloxacin; AN = ertapenem_E.cloacae_ertapenem; AO = imipenem and cilastatin_E.cloacae_imipenem-cilastatin; AP = levofloxacin_E.cloacae_levofloxacin; AQ = piperacillin and beta-lactamase inhibitor_E.cloacae_piperacillin-tazobactam; AR = amikacin_P.mirabilis_amikacin; AS = ampicillin_P.mirabilis_ampicillin-sulbactam; AT = cefotaxime_P.mirabilis_cefotaxime; AU = cefoxitin_P.mirabilis_cefoxitin; AV = ceftriaxone_P.mirabilis_ceftriaxone; AW = ciprofloxacin_P.mirabilis_ciprofloxacin; AX = imipenem and cilastatin_P.mirabilis_imipenem-cilastatin; AY = levofloxacin_P.mirabilis_levofloxacin; AZ = amikacin_K.oxytoca_amikacin; BA = ampicillin_K.oxytoca_ampicillin-sulbactam; BB = cefepime_K.oxytoca_cefepime; BC = cefotaxime_K.oxytoca_cefotaxime; BD = cefoxitin_K.oxytoca_cefoxitin; BE = ceftriaxone_K.oxytoca_ceftriaxone; BF = ciprofloxacin_K.oxytoca_ciprofloxacin; BG = levofloxacin_K.oxytoca_levofloxacin; BH = piperacillin and beta-lactamase inhibitor_K.oxytoca_piperacillin-tazobactam; BI = amikacin_C.freundii_amikacin; BJ = ampicillin_C.freundii_ampicillin-sulbactam; BK = cefepime_C.freundii_cefepime; BL = cefotaxime_C.freundii_cefotaxime; BM = cefoxitin_C.freundii_cefoxitin; BN = ceftazidime_C.freundii_ceftazidime; BO = ceftriaxone_C.freundii_ceftriaxone; BP = ciprofloxacin_C.freundii_ciprofloxacin; BQ = imipenem and cilastatin_C.freundii_imipenem-cilastatin; BR = levofloxacin_C.freundii_levofloxacin; BS = amikacin_A.baumannii_amikacin; BT = ampicillin_A.baumannii_ampicillin-sulbactam; BU = cefepime_A.baumannii_cefepime; BV = cefotaxime_A.baumannii_cefotaxime; BW = ceftazidime_A.baumannii_ceftazidime; BX = ceftriaxone_A.baumannii_ceftriaxone; BY = ciprofloxacin_A.baumannii_ciprofloxacin; BZ = imipenem and cilastatin_A.baumannii_imipenem-cilastatin; CA = levofloxacin_A.baumannii_levofloxacin; CB = piperacillin and beta-lactamase inhibitor_A.baumannii_piperacillin-tazobactam; CC = ampicillin_M.morganii_ampicillin-sulbactam; CD = cefotaxime_M.morganii_cefotaxime; CE = cefoxitin_M.morganii_cefoxitin; CF = ceftazidime_M.morganii_ceftazidime; CG = ceftriaxone_M.morganii_ceftriaxone; CH = ciprofloxacin_M.morganii_ciprofloxacin; CI = imipenem and cilastatin_M.morganii_imipenem-cilastatin; CJ = amikacin_P.vulgaris_amikacin; CK = ampicillin_P.vulgaris_ampicillin-sulbactam; CL = cefepime_P.vulgaris_cefepime; CM = cefotaxime_P.vulgaris_cefotaxime; CN = ceftazidime_P.vulgaris_ceftazidime; CO = ceftriaxone_P.vulgaris_ceftriaxone; CP = ciprofloxacin_P.vulgaris_ciprofloxacin; CQ = imipenem and cilastatin_P.vulgaris_imipenem-cilastatin; CR = levofloxacin_P.vulgaris_levofloxacin; CS = amikacin_Multiple_amikacin, All isolates (E.coli, K.pneumoniae, P.aeruginosa, P.mirabilis, K.oxytoca, C.freundii, A.baumanni, M.morganii, P.vulgaris); CT = ampicillin_Multiple_ampicillin-sulbactam, All isolates (E.coli, K.pneumoniae, P.aeruginosa, P.mirabilis, K.oxytoca, C.freundii, A.baumanni, M.morganii, P.vulgaris); CU = cefepime_Multiple_cefepime, All isolates (E.coli, K.pneumoniae, P.aeruginosa, P.mirabilis, K.oxytoca, C.freundii, A.baumanni, M.morganii, P.vulgaris); CV = cefotaxime_Multiple_cefotaxime, All isolates (E.coli, K.pneumoniae, P.aeruginosa, P.mirabilis, K.oxytoca, C.freundii, A.baumanni, M.morganii, P.vulgaris); CW = cefoxitin_Multiple_cefoxitin, All isolates (E.coli, K.pneumoniae, P.aeruginosa, P.mirabilis, K.oxytoca, C.freundii, A.baumanni, M.morganii, P.vulgaris); CX = ceftazidime_Multiple_ceftazidime, All isolates (E.coli, K.pneumoniae, P.aeruginosa, P.mirabilis, K.oxytoca, C.freundii, A.baumanni, M.morganii, P.vulgaris); CY = ceftriaxone_Multiple_ceftriaxone, All isolates (E.coli, K.pneumoniae, P.aeruginosa, P.mirabilis, K.oxytoca, C.freundii, A.baumanni, M.morganii, P.vulgaris); CZ = ciprofloxacin_Multiple_ciprofloxacin, All isolates (E.coli, K.pneumoniae, P.aeruginosa, P.mirabilis, K.oxytoca, C.freundii, A.baumanni, M.morganii, P.vulgaris); DA = ertapenem_Multiple_ertapenem, All isolates (E.coli, K.pneumoniae, P.aeruginosa, P.mirabilis, K.oxytoca, C.freundii, A.baumanni, M.morganii, P.vulgaris); DB = imipenem and cilastatin_Multiple_imipenem-cilastatin, All isolates (E.coli, K.pneumoniae, P.aeruginosa, P.mirabilis, K.oxytoca, C.freundii, A.baumanni, M.morganii, P.vulgaris); DC = levofloxacin_Multiple_levofloxacin, All isolates (E.coli, K.pneumoniae, P.aeruginosa, P.mirabilis, K.oxytoca, C.freundii, A.baumanni, M.morganii, P.vulgaris); DD = piperacillin and beta-lactamase inhibitor_Multiple_piperacillin-tazobactam, All isolates (E.coli, K.pneumoniae, P.aeruginosa, P.mirabilis, K.oxytoca, C.freundii, A.baumanni, M.morganii, P.vulgaris); DE = ESBL_E.coli_E.coli ESBL; DF = ESBL_K.pneumoniae_K.pneumoniae ESBL; DG = ESBL_P.mirabilis_P.mirabilis ESBL; DH = ESBL_K.oxytoca_K.oxytoca ESBL"
276,"A = levofloxacin_Multiple_Levofloxacin, Enterobacteriaceae (E.coli, P.mirabilis, K.pneumoniae, E.cloacae, K.oxytoca, M.morganii, S.marcescens, P.vulgaris, Citrobacter)"
277,"A = MDR 3_S.pneumoniae_MDR (nonsusceptibility to any three or more different antibiotic classes, according to the 2009 definitions of the CLSI)"
280,A = MDR TB_M.tuberculosis_MDR (Isoniazid + Rifampicin)
281,"A = ampicillin_Multiple_Ampicillin, Enterobacteriaceae; B = ciprofloxacin_Multiple_Ciprofloxacin, Enterobacteriaceae; C = nitrofurantoin_Multiple_Nitrofurantoin, Enterobacteriaceae; D = amoxicillin and beta-lactamase inhibitor_Multiple_Amoxicillin/clavulanate, Enterobacteriaceae; E = cefalotin_Multiple_Cephalothin, Enterobacteriaceae; F = sulfamethoxazole and trimethoprim_Multiple_Cotrimoxazole, Enterobacteriaceae"
283,A = metronidazole_H.pylori_Metronidazole; B = ciprofloxacin_H.pylori_Ciprofloxacin; C = clarithromycin_H.pylori_Clarithromycin; D = clarithromycin + metronidazole_H.pylori_Metronidazole+Clarithromycin; E = ciprofloxacin + metronidazole_H.pylori_Metronidazole+Ciprofloxacin; F = ciprofloxacin + clarithromycin_H.pylori_Ciprofloxacin+Clarithromycin; G = metronidazole + tetracycline_H.pylori_Metronidazole+Tetracycline; H = ciprofloxacin + clarithromycin + metronidazole_H.pylori_Metronidazole+Clarithromycin+Ciprofloxacin; I = ciprofloxacin + clarithromycin + tetracycline_H.pylori_Tetracycline+Clarithromycin+Ciprofloxacin; J = MDR 3_H.pylori_Metronidazole / Clarithromycin / Ciprofloxacin / Tetracycline
284,"A = ESBL_Multiple_ESBL, Multiple (E.coli or K.pneumoniae)"
285,A = MDR TB_M.tuberculosis_MDR (isoniazid and rifampin)
287,A = amoxicillin_H.pylori_Amoxixillin; B = metronidazole_H.pylori_Metronidazole; C = clarithromycin_H.pylori_Clarithromycin; D = tetracycline_H.pylori_Tetracycline; E = clarithromycin + metronidazole_H.pylori_Metronidazole+Clarithromycin
288,A = gentamicin_E.faecalis_High level gentamicin-resistance
290,A = penicillin_S.pneumoniae_Penicillin
291,A = penicillin_S.pneumoniae_1998-2001 In-patient; B = penicillin_S.pneumoniae_1998-2001 Out-patient; C = penicillin_S.pneumoniae_2002-2005 In-patient; D = penicillin_S.pneumoniae_2002-2005 Out-patient; E = amoxicillin_S.pneumoniae_1998-2001 In-patient; F = amoxicillin_S.pneumoniae_1998-2001 Out-patient; G = amoxicillin_S.pneumoniae_2002-2005 In-patient; H = amoxicillin_S.pneumoniae_2002-2005 Out-patient; I = ceftriaxone_S.pneumoniae_1998-2001 In-patient; J = ceftriaxone_S.pneumoniae_1998-2001 Out-patient; K = ceftriaxone_S.pneumoniae_2002-2005 In-patient; L = ceftriaxone_S.pneumoniae_2002-2005 Out-patient; M = erythromycin_S.pneumoniae_1998-2001 In-patient; N = erythromycin_S.pneumoniae_1998-2001 Out-patient; O = erythromycin_S.pneumoniae_2002-2005 In-patient; P = erythromycin_S.pneumoniae_2002-2005 Out-patient; Q = clindamycin_S.pneumoniae_1998-2001 In-patient; R = clindamycin_S.pneumoniae_1998-2001 Out-patient; S = clindamycin_S.pneumoniae_2002-2005 In-patient; T = clindamycin_S.pneumoniae_2002-2005 Out-patient
293,A = meticillin_S.aureus_Methicillin
294,A = meticillin_S.aureus_Methicillin
295,A = clarithromycin_H.pylori_Clarithromycin; B = metronidazole_H.pylori_Metronidazole
296,A = ampicillin_E.coli_Ampicillin; B = ciprofloxacin_E.coli_Ciprofloxacin; C = sulfamethoxazole and trimethoprim_E.coli_Cotrimoxazole
297,"A = ampicillin_Multiple_ampicillin, Male, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); B = amoxicillin and beta-lactamase inhibitor_Multiple_co-amoxiclav, Male, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); C = cefalotin_Multiple_cefalotin, Male, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); D = cefuroxime_Multiple_cefuroxime, Male, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); E = cefotaxime_Multiple_cefotaxime, Male, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); F = imipenem and cilastatin_Multiple_imipenem, Male, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); G = aztreonam_Multiple_aztreonam, Male, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); H = gentamicin_Multiple_gentamicin, Male, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); I = nalidixic acid_Multiple_nalidixic acid, Male, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); J = norfloxacin_Multiple_norfloxacin, Male, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); K = ofloxacin_Multiple_ofloxacin, Male, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); L = ciprofloxacin_Multiple_ciprofloxacin, Male, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); M = sulfamethoxazole and trimethoprim_Multiple_trimethoprim/sulfamethoxazole, Male, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); N = chloramphenicol_Multiple_chloramphenicol, Male, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); O = nitrofurantoin_Multiple_nitrofurantoin, Male, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); P = ampicillin_Multiple_ampicillin, Female, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); Q = amoxicillin and beta-lactamase inhibitor_Multiple_co-amoxiclav, Female, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); R = cefalotin_Multiple_cefalotin, Female, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); S = cefuroxime_Multiple_cefuroxime, Female, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); T = cefotaxime_Multiple_cefotaxime, Female, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); U = imipenem and cilastatin_Multiple_imipenem, Female, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); V = aztreonam_Multiple_aztreonam, Female, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); W = gentamicin_Multiple_gentamicin, Female, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); X = nalidixic acid_Multiple_nalidixic acid, Female, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); Y = norfloxacin_Multiple_norfloxacin, Female, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); Z = ofloxacin_Multiple_ofloxacin, Female, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); AA = ciprofloxacin_Multiple_ciprofloxacin, Female, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); AB = sulfamethoxazole and trimethoprim_Multiple_trimethoprim/sulfamethoxazole, Female, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); AC = chloramphenicol_Multiple_chloramphenicol, Female, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter); AD = nitrofurantoin_Multiple_nitrofurantoin, Female, Multiple (E.coli, Klebsiella, Proteus, Citrobacter, Enterobacter)"
298,A = meticillin_S.aureus_Methicillin
299,"A = ampicillin_Multiple_Ampicillin, Multiple (Escherichia coli (57.5%), Klebsiella pneumoniae (12.4%),Enterococcus spp. (6.6%), Proteus mirabilis (5.4%), Pseudomonas aeruginosa (2.9%), Citrobacter spp. (2.7%), Staphylococcus aureus (2.2%), Enterobacter cloacae (1.9%), coagulase-negative staphylococci (1.3%), Staphylococcus saprophyticus (1.2%), Klebsiella spp. (1.2%), Enterobacter aerogenes (1.1%) and Streptococcus agalactiae (1.0%)); B = ciprofloxacin_Multiple_Ciprofloxacin, Multiple (Escherichia coli (57.5%), Klebsiella pneumoniae (12.4%),Enterococcus spp. (6.6%), Proteus mirabilis (5.4%), Pseudomonas aeruginosa (2.9%), Citrobacter spp. (2.7%), Staphylococcus aureus (2.2%), Enterobacter cloacae (1.9%), coagulase-negative staphylococci (1.3%), Staphylococcus saprophyticus (1.2%), Klebsiella spp. (1.2%), Enterobacter aerogenes (1.1%) and Streptococcus agalactiae (1.0%)); C = levofloxacin_Multiple_Levofloxacin, Multiple (Escherichia coli (57.5%), Klebsiella pneumoniae (12.4%),Enterococcus spp. (6.6%), Proteus mirabilis (5.4%), Pseudomonas aeruginosa (2.9%), Citrobacter spp. (2.7%), Staphylococcus aureus (2.2%), Enterobacter cloacae (1.9%), coagulase-negative staphylococci (1.3%), Staphylococcus saprophyticus (1.2%), Klebsiella spp. (1.2%), Enterobacter aerogenes (1.1%) and Streptococcus agalactiae (1.0%)); D = nitrofurantoin_Multiple_Nitrofurantoin, Multiple (Escherichia coli (57.5%), Klebsiella pneumoniae (12.4%),Enterococcus spp. (6.6%), Proteus mirabilis (5.4%), Pseudomonas aeruginosa (2.9%), Citrobacter spp. (2.7%), Staphylococcus aureus (2.2%), Enterobacter cloacae (1.9%), coagulase-negative staphylococci (1.3%), Staphylococcus saprophyticus (1.2%), Klebsiella spp. (1.2%), Enterobacter aerogenes (1.1%) and Streptococcus agalactiae (1.0%)); E = sulfamethoxazole and trimethoprim_Multiple_SMX/TMP, Multiple (Escherichia coli (57.5%), Klebsiella pneumoniae (12.4%),Enterococcus spp. (6.6%), Proteus mirabilis (5.4%), Pseudomonas aeruginosa (2.9%), Citrobacter spp. (2.7%), Staphylococcus aureus (2.2%), Enterobacter cloacae (1.9%), coagulase-negative staphylococci (1.3%), Staphylococcus saprophyticus (1.2%), Klebsiella spp. (1.2%), Enterobacter aerogenes (1.1%) and Streptococcus agalactiae (1.0%))"
300,A = telithromycin_S.pneumoniae_Telithromycin; B = penicillin_S.pneumoniae_Penicillin; C = erythromycin_S.pneumoniae_Erythromycin; D = levofloxacin_S.pneumoniae_Levofloxacin
301,A = ciprofloxacin_S.pneumoniae_Ciprofloxacin
302,A = erythromycin_S.pneumoniae_Erythromycin; B = ciprofloxacin_S.pneumoniae_Ciprofloxacin
303,A = penicillin_S.pneumoniae_Penicillin; B = amoxicillin and beta-lactamase inhibitor_S.pneumoniae_Co-amoxiclav; C = cefuroxime_S.pneumoniae_Cefuroxime; D = clindamycin_S.pneumoniae_Clindamycin; E = erythromycin_S.pneumoniae_Erythromycin; F = clarithromycin_S.pneumoniae_Clarithromycin; G = azithromycin_S.pneumoniae_Azithromycin; H = telithromycin_S.pneumoniae_Telithromycin; I = levofloxacin_S.pneumoniae_Levofloxacin; J = gatifloxacin_S.pneumoniae_Gatifloxacin; K = tetracycline_S.pneumoniae_Tetracycline; L = linezolid_S.pneumoniae_Linezolid; M = sulfamethoxazole and trimethoprim_S.pneumoniae_Co-trimoxazole
304,A = amikacin_P.aeruginosa_Amikacin; B = cefepime_P.aeruginosa_Cefepime; C = ceftazidime_P.aeruginosa_Ceftazidime; D = ciprofloxacin_P.aeruginosa_Ciprofloxacin; E = gentamicin_P.aeruginosa_Gentamicin; F = imipenem and cilastatin_P.aeruginosa_Imipenem; G = piperacillin_P.aeruginosa_Piperacillin; H = piperacillin and beta-lactamase inhibitor_P.aeruginosa_Piperacillin-tazobactam; I = ticarcillin and beta-lactamase inhibitor_P.aeruginosa_Ticarcillin-clavulanate; J = tobramycin_P.aeruginosa_Tobramycin; K = MDR 3_P.aeruginosa_MDR isolates were defined as those resistant to 3 or more of the 10 antimicrobial agents
305,A = penicillin_S.pneumoniae_Penicillin
306,A = penicillin_S.pneumoniae_Penicillin
307,A = penicillin_S.pneumoniae_Penicillin; B = azithromycin_S.pneumoniae_Azithromycin; C = sulfamethoxazole and trimethoprim_S.pneumoniae_TMP-SMX; D = ceftriaxone_S.pneumoniae_Ceftriaxone; E = levofloxacin_S.pneumoniae_Levofloxacin
308,A = meticillin_S.aureus_Methicillin
309,A = azithromycin_S.pyogenes_Azithromycin
310,A = penicillin_S.pneumoniae_Penicillin
311,"A = fluoroquinolone_S.pneumoniae_Fluoroquinolones (clinafloxacin, gatifloxacin, moxifloxacin, sparfloxacin, grepafloxacin, levofloxacin, ciprofloxacin)"
312,"A = sulfamethoxazole and trimethoprim_Multiple_TMP-SMX, Multiple (Escherichia coli(85%), Proteus mirabilis(6%), Klebsiella pneumoniae(4%), Enterobacter species (2%), Citrobacter freundi(2%), Providencia species (< 1%), and Morganella morganii(< 1%))"
313,A = metronidazole_H.pylori_Metronidazole
314,A = metronidazole_H.pylori_Metronidazole
316,A = clarithromycin_H.pylori_Clarithromycin
317,A = penicillin_S.pneumoniae_Penicillin
318,"A = penicillin_S.pneumoniae_Penicillin; B = cefotaxime_S.pneumoniae_Cefotaxime; C = cefotaxime + penicillin_S.pneumoniae_Cefotaxime and Penicillin; D = MDR 3_S.pneumoniae_Multidrug resistance was defined as an intermediate level of susceptibility or resistance to two or more of the following antimicrobial drugs or drug classes: beta-lactam antibiotics and carbepenems (including penicillin, cephalosporins, and imipenem), macrolides, trimethoprim sulfamethoxazole, tetracycline, ofloxacin, and chloramphenicol; E = erythromycin_S.pneumoniae_Erythromycin; F = sulfamethoxazole and trimethoprim_S.pneumoniae_TMP-SMX; G = chloramphenicol_S.pneumoniae_Cloramphenicol"
319,A = penicillin_S.pneumoniae_Penicillin
320,"A = Any_Salmonella_Any (tetracycline, streptomycin. gentamicin. kanamycin. sulfisoxazole, trimethoprirn-sulfamethoxazole, ampicillin, chloramphenicol, cephalothin, nitrofurantoin, colistin, and nalidixic acid)"
321,"A = ampicillin_E.coli_Ampicillin, male; B = carbenicillin_E.coli_Carbenicillin, male; C = cefalotin_E.coli_Cephalothin, male; D = nalidixic acid_E.coli_Nalidixic acid, male; E = nitrofurantoin_E.coli_Nitrofurantoin, male; F = sulfonamide_E.coli_Sulfonamide, male; G = tetracycline_E.coli_Tetracycline, male; H = sulfamethoxazole and trimethoprim_E.coli_Trimethroprim-sulfamethoxazole, male; I = ampicillin_E.coli_Ampicillin, female; J = carbenicillin_E.coli_Carbenicillin, female; K = cefalotin_E.coli_Cephalothin, female; L = nalidixic acid_E.coli_Nalidixic acid, female; M = nitrofurantoin_E.coli_Nitrofurantoin, female; N = sulfonamide_E.coli_Sulfonamide, female; O = tetracycline_E.coli_Tetracycline, female; P = sulfamethoxazole and trimethoprim_E.coli_Trimethroprim-sulfamethoxazole, female"
2,A = rifampicin_M.tuberculosis_Rifampicin
3,A = penicillin_S.pneumoniae_Penicillin; B = clarithromycin_S.pneumoniae_Clarithromycin; C = doxycycline_S.pneumoniae_Doxycycline; D = sulfamethoxazole_S.pneumoniae_SXT; E = chloramphenicol_S.pneumoniae_Chloramphenicol; F = clindamycin_S.pneumoniae_Clindamycin
4,A = ampicillin_E.coli_Ampicillin; B = amoxicillin and beta-lactamase inhibitor_E.coli_AM/CL; C = piperacillin and beta-lactamase inhibitor_E.coli_PIP/TZ; D = amikacin_E.coli_Amikacin; E = gentamicin_E.coli_Gentamicin; F = cefalexin_E.coli_Cefalexin; G = cefuroxime_E.coli_Cefuroxime; H = cefotaxime_E.coli_Cefotaxime; I = ceftazidime_E.coli_Ceftazidime; J = cefepime_E.coli_Cefepime; K = ciprofloxacin_E.coli_Ciprofloxacin; L = norfloxacin_E.coli_Norfloxacin; M = sulfamethoxazole and trimethoprim_E.coli_Cotrimoxazole; N = imipenem and cilastatin_E.coli_Imipenem; O = nitrofurantoin_E.coli_Nitrofurantoin
5,"A = Any_Multiple_Any (R + MDR), Multiple (E.coli (73.3%), Klebsiella spp (7.4%), enterococci (5.8%), Proteus sp (3.8%), other (9.6%)); B = MDR 3_Multiple_MDR (resistant to at least one antibiotic in each of three or more categories), Multiple (E.coli (73.3%), Klebsiella spp (7.4%), enterococci (5.8%), Proteus sp (3.8%), other (9.6%))"
7,A = ofloxacin_E.coli_Ofloxacin
8,A = ceftriaxone_N.gonorrhoeae_Ceftriaxone
9,"A = oxacillin_S.aureus_S.aureus; B = penicillin_S.pneumoniae_S.pneumoniae; C = levofloxacin_P.aeruginosa_P.aeruginosa; D = carbapenem_K.pneumoniae_Imipenem / Meropenem, K.pneumoniae; E = vancomycin_Enterococcus_Enterococci; F = ampicillin and beta-lactamase inhibitor_A.baumannii_Ampicillin-sublactam, A.baumannii"
10,A = Any_M.tuberculosis_Any (isoniazid / rifampicin / ethambutol / streptomycin / kanamycin / ofloxacin); B = MDR TB_M.tuberculosis_MDR (At least H and R); C = XDR TB_M.tuberculosis_XDR (At least H+R+K+O)
11,A = ceftriaxone_E.coli_ceftriaxone
12,"A = ciprofloxacin_Multiple_Ciprofloxacin, Multiple (E.coli (76.8%), ESBL E.coli (5.5%), Staphylococcus saprophyticus (5.2%), Group B b-hemolytic streptococcus (1.8%), Proteus mirabilis (0.9%), Klebsiella pneumoniae (1.8%), Klebsiella oxytoca (0.6%), Enterococcus spp (1.2%), Enterobacter spp (0.6%), Citrobacter spp (0.3%), Polymicrobial (2 uropathogens) (0.6%), Polymicrobial (one of which is E. coli) (4.6%)); B = sulfamethoxazole and trimethoprim_Multiple_TMP-SMX, Multiple (E.coli (76.8%), ESBL E.coli (5.5%), Staphylococcus saprophyticus (5.2%), Group B b-hemolytic streptococcus (1.8%), Proteus mirabilis (0.9%), Klebsiella pneumoniae (1.8%), Klebsiella oxytoca (0.6%), Enterococcus spp (1.2%), Enterobacter spp (0.6%), Citrobacter spp (0.3%), Polymicrobial (2 uropathogens) (0.6%), Polymicrobial (one of which is E. coli) (4.6%))"
13,A = meticillin_S.aureus_Methicillin
14,"A = Any_M.tuberculosis_Any (isoniazid, rifampin, ethambutol, streptomycin, ofloxacin, levofloxacin, kanamycin, aminosalicylate); B = MDR TB_M.tuberculosis_MDR (Isoniazid + Rifampicin); C = XDR TB_M.tuberculosis_XDR (Isoniazid + Rifampin + any fluoroquinolone + at least one of three injectable second-line drugs amikacin / capreomycin / kanamycin)"
15,A = meticillin_S.aureus_Methicillin
16,A = meticillin_S.aureus_S.aureus-methicillin (Maryland); B = meticillin_S.aureus_S.aureus-methicillin (Chicago); C = vancomycin_Enterococcus_Enterococcus-vancomycin (Maryland); D = vancomycin_Enterococcus_Enterococcus-vancomycin (Chicago); E = fluoroquinolone_Pseudomonas_Pseudomonas-fluoroquinolones (gatifloxacin / levofloxacin / ciprofloxacin) (Maryland); F = ciprofloxacin_Pseudomonas_Pseudomonas-Ciprofloxacin (Chicago); G = imipenem and cilastatin_Pseudomonas_Pseudomonas-imipenem (Maryland); H = imipenem and cilastatin_Pseudomonas_Pseudomonas-imipenem (Chicago); I = cefepime_Klebsiella_Klebsiella-Cefepime (Maryland); J = ceftriaxone_Klebsiella_Klebsiella-Ceftriaxone (Chicago); K = fluoroquinolone_Klebsiella_Klebsiella-Fluoroquinolones (gatifloxacin / levofloxacin / ciprofloxacin) (Maryland); L = ciprofloxacin_Klebsiella_Klebsiella-Ciprofloxacin (Chicago); M = fluoroquinolone_E.coli_E.coli-fluoroquinolone (gatifloxacin / levofloxacin or ciprofloxacingatifloxacin / levofloxacin / ciprofloxacin) (Maryland); N = ciprofloxacin_E.coli_E.coli-Ciprofloxacin (Chicago); O = cefepime_E.coli_E.coli-Cefepime (Maryland); P = ceftriaxone_E.coli_E.coli-Ceftriaxone (Chicago)
17,A = ciprofloxacin_N.gonorrhoeae_Men; B = ciprofloxacin_N.gonorrhoeae_Women
18,A = meticillin_S.aureus_Methicillin
19,A = meticillin_S.aureus_Methicillin
20,A = ampicillin_E.coli_Ampicillin; B = ciprofloxacin_E.coli_Ciprofloxacin; C = nitrofurantoin_E.coli_Nitrofuratoin; D = norfloxacin_E.coli_Norfloxacin; E = sulfamethoxazole and trimethoprim_E.coli_Trimeth-sulfa; F = tetracycline_E.coli_Tetracycline
